"User Story Number","User Story Description","Feature Number","Feature Description","Source File","Source Text"
"US-747","As a user, I want to view the Disbursements tab, so that I can see payment outflows.","F-2","F-2","part_024.txt","Figure 40: View Disbursements."
"US-748","As a user, I want to view the Payoff tab, so that I can review payoff calculations.","F-1","F-1","part_024.txt","“click on the [PAYOFF] tab within the Loan Record.”"
"US-748","As a user, I want to view the Payoff tab, so that I can review payoff calculations.","F-2","F-2","part_024.txt","Figure 41: View Payoff."
"US-749","As a user, I want to view the Transactions tab, so that I can audit all monetary events.","F-1","F-1","part_024.txt","“click on the [TRANSACTIONS] tab within the Loan Record page.”"
"US-749","As a user, I want to view the Transactions tab, so that I can audit all monetary events.","F-2","F-2","part_024.txt","Figure 42: View Transactions."
"US-750","As a user, I want to view the Customer Service tab in read-only mode, so that I can reference support tickets.","F-1","F-1","part_024.txt","“click on the [CUSTOMER SERVICE] tab within the Loan Record page.”"
"US-750","As a user, I want to view the Customer Service tab in read-only mode, so that I can reference support tickets.","F-2","F-2","part_024.txt","“access a read only version of the Customer Service Module.”"
"US-751","As a user, I want full Customer Service management via the main menu, so that I can create and update tickets.","F-1","F-1","part_024.txt","“click on [CUSTOMER SERVICE] from the top Navigation Menu.”"
"US-751","As a user, I want full Customer Service management via the main menu, so that I can create and update tickets.","F-2","F-2","part_024.txt","“to access the Customer Service Module with full management capability.”"
"US-752","As a user, I want to view the Loan Summary tab for PMM loans, so that I can assess summary data.","F-1","F-1","part_024.txt","“To access Loan Summary, click on the [LOAN SUMMARY] tab within the Loan Record page.”"
"US-752","As a user, I want to view the Loan Summary tab for PMM loans, so that I can assess summary data.","F-2","F-2","part_024.txt","Figure 44: View Loan Summary."
"US-753","As a user, I want to view the Loan Detail tab for PMM loans, so that I can see detailed PMM attributes.","F-1","F-1","part_024.txt","“click on the [LOAN DETAIL] tab within the Loan Record page.”"
"US-753","As a user, I want to view the Loan Detail tab for PMM loans, so that I can see detailed PMM attributes.","F-2","F-2","part_024.txt","Figure 45: View Loan Detail."
"US-754","As a user, I want to view the Loan Filing tab for PMM loans, so that I can review PMM filing data.","F-1","F-1","part_024.txt","“click on the [LOAN FILING] tab within the Loan Record page.”"
"US-754","As a user, I want to view the Loan Filing tab for PMM loans, so that I can review PMM filing data.","F-2","F-2","part_024.txt","Figure 46: View Loan Filing."
"US-755","As a user, I want to view the Loan Recording tab for PMM loans, so that I can verify recording information.","F-1","F-1","part_024.txt","“click on the [LOAN RECORDING] tab within the Loan Record.”"
"US-755","As a user, I want to view the Loan Recording tab for PMM loans, so that I can verify recording information.","F-2","F-2","part_024.txt","Figure 47 (Loan Recording section)."
"US-756","As a loan servicing agent, I want to view Borrower/Entity information in a loan record, so that I can review borrower details.","F-1","F-1","part_025.txt","“click on the [BORROWER/ENTITY] tab within the Loan Record page.”"
"US-756","As a loan servicing agent, I want to view Borrower/Entity information in a loan record, so that I can review borrower details.","F-2","F-2","part_025.txt","“To access Borrower/Entity, click on the [BORROWER/ENTITY] tab within the Loan Record page.”"
"US-756","As a loan servicing agent, I want to view Borrower/Entity information in a loan record, so that I can review borrower details.","F-3","F-3","part_025.txt","“Address 1 … Address 2 … State … County”"
"US-757","As a loan servicing agent, I want to view all documents for a loan, so that I can review existing attachments.","F-1","F-1","part_025.txt","“Step 1: Click on the [DOCUMENTS] tab within the Loan Record page.”"
"US-757","As a loan servicing agent, I want to view all documents for a loan, so that I can review existing attachments.","F-2","F-2","part_025.txt","“Document Name Attachment Description Created By Changed”"
"US-758","As a loan servicing agent, I want to begin adding a document, so that I can upload new loan documentation.","F-1","F-1","part_025.txt","“click on [ADD DOCUMENT] located under the Documents title to navigate to Document (Add Mode).”"
"US-758","As a loan servicing agent, I want to begin adding a document, so that I can upload new loan documentation.","F-2","F-2","part_025.txt","“navigate to Document (Add Mode).”"
"US-759","As a loan servicing agent, I want to begin editing an existing document, so that I can update document information.","F-1","F-1","part_025.txt","“click on [EDIT DOCUMENT] located in the Actions column of the Documents dashboard.”"
"US-759","As a loan servicing agent, I want to begin editing an existing document, so that I can update document information.","F-2","F-2","part_025.txt","“navigate to Document (Edit Mode).”"
"US-760","As a loan servicing agent, I want to upload a file to a document record, so that the system stores the actual attachment.","F-1","F-1","part_025.txt","“Drag and drop a document … to upload a file.”"
"US-760","As a loan servicing agent, I want to upload a file to a document record, so that the system stores the actual attachment.","F-2","F-2","part_025.txt","“or click on the Document Upload button … (if you are using Internet Explorer, you can only click to upload).”"
"US-760","As a loan servicing agent, I want to upload a file to a document record, so that the system stores the actual attachment.","F-3","F-3","part_025.txt","“Note: Only PDF, ZIP, DOC, DOX, XLS, XLSX, PPT, PPTX, and TXT files are accepted.”"
"US-761","As a loan servicing agent, I want to save a newly-added or edited document, so that my changes persist.","F-1","F-1","part_025.txt","“Step 4: Complete all required fields and click [SAVE].”"
"US-761","As a loan servicing agent, I want to save a newly-added or edited document, so that my changes persist.","F-2","F-2","part_025.txt","“click [SAVE].”"
"US-762","As a loan servicing agent, I want to submit the saved document on confirmation, so that the system finalizes the upload.","F-1","F-1","part_025.txt","“Step5: On the Confirmation Pop-up …”"
"US-762","As a loan servicing agent, I want to submit the saved document on confirmation, so that the system finalizes the upload.","F-2","F-2","part_025.txt","“click [SUBMIT].”"
"US-763","As a loan servicing agent, I want to view notes on a loan, so that I can see prior comments and history.","F-1","F-1","part_025.txt","“Step 1: Click on the [NOTES] tab within the Loan Record page.”"
"US-763","As a loan servicing agent, I want to view notes on a loan, so that I can see prior comments and history.","F-2","F-2","part_025.txt","“Note … Note Created By Create D …”"
"US-764","As a loan servicing agent, I want to begin adding a note, so that I can record new loan comments.","F-1","F-1","part_025.txt","“Click on the [ADD NOTE] button located under the Notes title to navigate to the Add Note window.”"
"US-764","As a loan servicing agent, I want to begin adding a note, so that I can record new loan comments.","F-2","F-2","part_025.txt","“navigate to the Add Note window.”"
"US-765","As a loan servicing agent, I want to save a new note, so that my comment is stored.","F-1","F-1","part_025.txt","“Step 3: Complete all required fields and click [SAVE].”"
"US-765","As a loan servicing agent, I want to save a new note, so that my comment is stored.","F-2","F-2","part_025.txt","“click [SAVE].”"
"US-766","As a loan servicing agent, I want to submit the saved note on confirmation, so that it becomes part of the loan record.","F-1","F-1","part_025.txt","“Step 4: On the Confirmation Pop-up …”"
"US-766","As a loan servicing agent, I want to submit the saved note on confirmation, so that it becomes part of the loan record.","F-2","F-2","part_025.txt","“click [SUBMIT].”"
"US-767","As a loan servicing agent, I want to view Mortgage Release data, so that I can monitor release status.","F-1","F-1","part_025.txt","“click on the [MORTGAGE RELEASE] tab within the Loan Record page.”"
"US-767","As a loan servicing agent, I want to view Mortgage Release data, so that I can monitor release status.","F-2","F-2","part_025.txt","“To access the Mortgage Release Module, click on the [MORTGAGE RELEASE] tab …”"
"US-768","As a loan servicing agent, I want to view Exceptions for a loan, so that I can review outstanding issues.","F-1","F-1","part_025.txt","“click on the [EXCEPTIONS] tab within the Loan Record page.”"
"US-768","As a loan servicing agent, I want to view Exceptions for a loan, so that I can review outstanding issues.","F-2","F-2","part_025.txt","figure text “A Exceptions”."
"US-769","As a loan servicing agent, I want to view Servicing information, so that I can examine servicing data for the loan.","F-1","F-1","part_025.txt","“click on the [SERVICING] tab within the Loan Record page.”"
"US-769","As a loan servicing agent, I want to view Servicing information, so that I can examine servicing data for the loan.","F-2","F-2","part_025.txt","“To access the Servicing Module, click on the [SERVICING] tab …”"
"US-770","As a loan servicing agent, I want to view Foreclosure details, so that I can monitor foreclosure activities.","F-1","F-1","part_025.txt","“click on the [FORECLOSURE] tab within the Loan Record page.”"
"US-770","As a loan servicing agent, I want to view Foreclosure details, so that I can monitor foreclosure activities.","F-2","F-2","part_025.txt","“Foreclosure Activity …”"
"US-771","As a loan servicing agent, I want to view Bankruptcy details, so that I can track bankruptcy proceedings.","F-1","F-1","part_025.txt","“click on the [BANKRUPTCY] tab within the Loan Record page.”"
"US-771","As a loan servicing agent, I want to view Bankruptcy details, so that I can track bankruptcy proceedings.","F-2","F-2","part_025.txt","“‘B Chapter 7 (A) … Bankruptcy Steps”."
"US-772","As a loan servicing agent, I want to view Disbursements, so that I can audit outgoing funds.","F-1","F-1","part_025.txt","“To access Disbursements, click on the [DISBURSEMENTS] tab within the Loan Record page.”"
"US-772","As a loan servicing agent, I want to view Disbursements, so that I can audit outgoing funds.","F-2","F-2","part_025.txt","“Check # Check Date Check Amt …”"
"US-773","As a loan servicing agent, I want to view Payoff information, so that I can see the amount required to satisfy the loan.","F-1","F-1","part_025.txt","“To access Payoff, click on the [PAYOFF] tab within the Loan Record.”"
"US-773","As a loan servicing agent, I want to view Payoff information, so that I can see the amount required to satisfy the loan.","F-2","F-2","part_025.txt","“Accrued Principal Amount: … Total Payoff Amount: …”"
"US-774","As a loan servicing agent, I want to view Transactions, so that I can analyze all posted activities.","F-1","F-1","part_025.txt","“click on the [TRANSACTIONS] tab within the Loan Record page.”"
"US-774","As a loan servicing agent, I want to view Transactions, so that I can analyze all posted activities.","F-2","F-2","part_025.txt","“@ Transactions …”"
"US-775","As a loan servicing agent, I want to view Customer Service interactions in read-only mode, so that I can reference borrower inquiries.","F-1","F-1","part_025.txt","“click on the [CUSTOMER SERVICE] tab within the Loan Record page.”"
"US-775","As a loan servicing agent, I want to view Customer Service interactions in read-only mode, so that I can reference borrower inquiries.","F-2","F-2","part_025.txt","“To access a read only version of the Customer Service Module …”"
"US-776","As a loan servicing agent, I want to view the Loan Summary, so that I can see high-level financial data for Secretary-Held loans.","F-1","F-1","part_025.txt","“click on the [LOAN SUMMARY] tab within the Loan Record.”"
"US-776","As a loan servicing agent, I want to view the Loan Summary, so that I can see high-level financial data for Secretary-Held loans.","F-2","F-2","part_025.txt","“Original Principal Amount … Unpaid Principal Balance … Monthly P&I Amount …”"
"US-777","As a loan servicing agent, I want to view Loan Detail, so that I can analyze specific loan parameters.","F-1","F-1","part_025.txt","“click on the [LOAN DETAIL] tab within the Loan Record.”"
"US-777","As a loan servicing agent, I want to view Loan Detail, so that I can analyze specific loan parameters.","F-2","F-2","part_025.txt","“FHA # … Maturity Date … Loan Class Code …”"
"US-778","As a loan servicing agent, I want to view Loan Filing information, so that I can verify filing data.","F-1","F-1","part_025.txt","“click on the [LOAN FILING] tab within the Loan Record.”"
"US-778","As a loan servicing agent, I want to view Loan Filing information, so that I can verify filing data.","F-2","F-2","part_025.txt","“Prior Servicer Name … Closing Date: … HUD Settlement …”"
"US-779","As a loan servicing agent, I want to view Loan Recording data, so that I can confirm recording details.","F-1","F-1","part_025.txt","“click on the [LOAN RECORDING] tab within the Loan Record.”"
"US-779","As a loan servicing agent, I want to view Loan Recording data, so that I can confirm recording details.","F-2","F-2","part_025.txt","“Release Prepared Date: … Loan Recorded Date: … Mortgage Amount: $32,500.00”"
"US-780","As a loan servicing agent, I want to view Borrowers information for Secretary-Held loans, so that I can review borrower and co-borrower details.","F-1","F-1","part_025.txt","“click on the [BORROWERS] tab within the Loan Record.”"
"US-780","As a loan servicing agent, I want to view Borrowers information for Secretary-Held loans, so that I can review borrower and co-borrower details.","F-2","F-2","part_025.txt","“Borrower Information … First Name: … SSN: … Birth Date:”"
"US-781","As a loan servicing agent, I want to view Property Inspection records, so that I can assess property condition history.","F-1","F-1","part_025.txt","“click on the [PROPERTY INSPECTION] tab within the Loan Record.”"
"US-781","As a loan servicing agent, I want to view Property Inspection records, so that I can assess property condition history.","F-2","F-2","part_025.txt","“% Property Inspection … Showing 1 to 1 of 1 entries”"
"US-782","As a loan servicing agent, I want to view Reinstatement details, so that I can calculate amounts to bring the loan current.","F-1","F-1","part_025.txt","“click on the [REINSTATEMENT] tab within the Loan Record.”"
"US-782","As a loan servicing agent, I want to view Reinstatement details, so that I can calculate amounts to bring the loan current.","F-2","F-2","part_025.txt","“Mortgage Principal … Tax Escrow … Late Charges … Service Charge …”"
"US-783","As a loan servicing agent, I want to view Loan History, so that I can audit historical transactions and adjustments.","F-1","F-1","part_025.txt","“click on the [LOAN HistToRY] tab within the Loan Record.”"
"US-783","As a loan servicing agent, I want to view Loan History, so that I can audit historical transactions and adjustments.","F-2","F-2","part_025.txt","“‘Loan History … Interest Amount … Service Charge … Suspense’”"
"US-784","As a loan servicing agent, I want to view Monthly Statements, so that I can review period-end balances.","F-1","F-1","part_025.txt","“click on the [MTH STATEMENTS] tab within the Loan Record.”"
"US-784","As a loan servicing agent, I want to view Monthly Statements, so that I can review period-end balances.","F-2","F-2","part_025.txt","“Reporting Period … Principal Amt Interest Amt Late Charge Service Charge …”"
"US-785","As a system user, I want to view Customer Service from a loan record, so that I can review customer data without editing.","F-1","F-1","part_026.txt","“click on the [CUSTOMER SERVICE] tab within the Loan Record page.”"
"US-785","As a system user, I want to view Customer Service from a loan record, so that I can review customer data without editing.","F-2","F-2","part_026.txt","“To access a read only version of the Customer Service Module, click on the [CUSTOMER SERVICE] tab within the Loan Record page.”"
"US-786","As a system user, I want full-access Customer Service from the main menu, so that I can manage customer information when authorized.","F-1","F-1","part_026.txt","“click on [CUSTOMER SERVICE] from the top Navigation Menu.”"
"US-786","As a system user, I want full-access Customer Service from the main menu, so that I can manage customer information when authorized.","F-2","F-2","part_026.txt","“To access the Customer Service Module with full management capability, click on [CUSTOMER SERVICE] from the top Navigation Menu.”"
"US-787","As a system user, I want to open the Loan Detail tab, so that I can review complete loan information.","F-1","F-1","part_026.txt","“click on the [LOAN DETAIL] tab within the Loan Record.”"
"US-787","As a system user, I want to open the Loan Detail tab, so that I can review complete loan information.","F-2","F-2","part_026.txt","“To access Loan Detail, click on the [LOAN DETAIL] tab within the Loan Record.”"
"US-788","As a system user, I want to view Loan Filing, so that I can verify filing data.","F-1","F-1","part_026.txt","“click on the [LOAN FILING] tab within the Loan Record.”"
"US-788","As a system user, I want to view Loan Filing, so that I can verify filing data.","F-2","F-2","part_026.txt","“To access Loan Filing, click on the [LOAN FILING] tab within the Loan Record.”"
"US-789","As a system user, I want to view Loan Recording, so that I can inspect recorded instrument details.","F-1","F-1","part_026.txt","“click on the [LOAN RECORDING] tab within the Loan Record.”"
"US-789","As a system user, I want to view Loan Recording, so that I can inspect recorded instrument details.","F-2","F-2","part_026.txt","“To access Loan Recording, click on the [LOAN RECORDING] tab within the Loan Record.”"
"US-790","As a system user, I want to view Borrowers, so that I can confirm borrower identities and contacts.","F-1","F-1","part_026.txt","“click on the [BORROWERS] tab within the Loan Record.”"
"US-790","As a system user, I want to view Borrowers, so that I can confirm borrower identities and contacts.","F-2","F-2","part_026.txt","“To access Borrowers, click on the [BORROWERS] tab within the Loan Record.”"
"US-791","As a system user, I want to view Property Inspection data, so that I can assess property condition details.","F-1","F-1","part_026.txt","“click on the [PROPERTY INSPECTION] tab within the Loan Record.”"
"US-791","As a system user, I want to view Property Inspection data, so that I can assess property condition details.","F-2","F-2","part_026.txt","“To access Property Inspection, click on the [PROPERTY INSPECTION] tab within the Loan Record.”"
"US-792","As a system user, I want to add documents to a loan, so that all supporting files are centrally stored.","F-1","F-1","part_026.txt","“To add a document, click on [ADD DOCUMENT] located under the Documents title…”"
"US-792","As a system user, I want to add documents to a loan, so that all supporting files are centrally stored.","F-2","F-2","part_026.txt","“Drag and drop a document or click on the Document Upload button to upload a file…”"
"US-792","As a system user, I want to add documents to a loan, so that all supporting files are centrally stored.","F-3","F-3","part_026.txt","“Note: Only PDF, ZIP, DOC, DOX, XLS, XLSX, PPT, PPTX, and TXT files are accepted.”"
"US-792","As a system user, I want to add documents to a loan, so that all supporting files are centrally stored.","F-4","F-4","part_026.txt","“Complete all required fields and click [SAVE].”"
"US-792","As a system user, I want to add documents to a loan, so that all supporting files are centrally stored.","F-5","F-5","part_026.txt","“On the Confirmation Pop-up, click [SUBMIT].”"
"US-793","As a system user, I want to edit existing loan documents, so that file data stays current.","F-1","F-1","part_026.txt","“click on [EDIT DOCUMENT] located in the Actions column of the Documents dashboard…”"
"US-793","As a system user, I want to edit existing loan documents, so that file data stays current.","F-2","F-2","part_026.txt","“navigate to Document (Edit Mode).”"
"US-793","As a system user, I want to edit existing loan documents, so that file data stays current.","F-3","F-3","part_026.txt","“Complete all required fields and click [SAVE].”"
"US-793","As a system user, I want to edit existing loan documents, so that file data stays current.","F-4","F-4","part_026.txt","“On the Confirmation Pop-up, click [SUBMIT].”"
"US-794","As a system user, I want to view notes on a loan, so that I can read historic comments.","F-1","F-1","part_026.txt","“Click on the [NOTES] tab within the Loan Record page.”"
"US-794","As a system user, I want to view notes on a loan, so that I can read historic comments.","F-2","F-2","part_026.txt","“Notes and comments associated with a loan can be entered and/or viewed in the Notes tab.”"
"US-795","As a system user, I want to add a note to a loan, so that updates are documented.","F-1","F-1","part_026.txt","“Click on [ADD NOTE] located under the Notes title to navigate to Add Note.”"
"US-795","As a system user, I want to add a note to a loan, so that updates are documented.","F-2","F-2","part_026.txt","“Complete all required fields and click [SAVE].”"
"US-795","As a system user, I want to add a note to a loan, so that updates are documented.","F-3","F-3","part_026.txt","“On the Confirmation Pop-up, click [SUBMIT].”"
"US-796","As a system user, I want to view Mortgage Release information, so that I can track release status.","F-1","F-1","part_026.txt","“click on the [MORTGAGE RELEASE] tab within the Loan Record page.”"
"US-796","As a system user, I want to view Mortgage Release information, so that I can track release status.","F-2","F-2","part_026.txt","“To access the Mortgage Release Module, click on the [MORTGAGE RELEASE] tab…”"
"US-797","As a system user, I want to view Exceptions, so that I can review outstanding issues.","F-1","F-1","part_026.txt","“click on the [EXCEPTIONS] tab within the Loan Record.”"
"US-797","As a system user, I want to view Exceptions, so that I can review outstanding issues.","F-2","F-2","part_026.txt","“To access Exceptions, click on the [EXCEPTIONS] tab within the Loan Record.”"
"US-798","As a system user, I want to view the Servicing module, so that I can examine servicing activities.","F-1","F-1","part_026.txt","“click on the [SERVICING] tab within the Loan Record page.”"
"US-798","As a system user, I want to view the Servicing module, so that I can examine servicing activities.","F-2","F-2","part_026.txt","“To access the Servicing Module, click on the [SERVICING] tab within the Loan Record page.”"
"US-799","As a system user, I want to view Foreclosure details, so that I can monitor foreclosure progress.","F-1","F-1","part_026.txt","“click on the [FORECLOSURE] tab within the Loan Record page.”"
"US-799","As a system user, I want to view Foreclosure details, so that I can monitor foreclosure progress.","F-2","F-2","part_026.txt","“To access the Foreclosure Module, click on the [FORECLOSURE] tab within the Loan Record page.”"
"US-800","As a system user, I want to view Bankruptcy information, so that I can track related legal actions.","F-1","F-1","part_026.txt","“click on the [BANKRUPTCY] tab within the Loan Record page.”"
"US-800","As a system user, I want to view Bankruptcy information, so that I can track related legal actions.","F-2","F-2","part_026.txt","“To access the Bankruptcy Module, click on the [BANKRUPTCY] tab within the Loan Record page.”"
"US-801","As a system user, I want to view Disbursements, so that I can audit outgoing payments.","F-1","F-1","part_026.txt","“To access Disbursements, click on the [DISBURSEMENTS] tab within the Loan Record.”"
"US-801","As a system user, I want to view Disbursements, so that I can audit outgoing payments.","F-2","F-2","part_026.txt","“To access Disbursements, click on the [DISBURSEMENTS] tab within the Loan Record.”"
"US-802","As a system user, I want to view Transactions, so that I can analyze financial activity.","F-1","F-1","part_026.txt","“click on the [TRANSACTIONS] tab within the Loan Record page.”"
"US-802","As a system user, I want to view Transactions, so that I can analyze financial activity.","F-2","F-2","part_026.txt","“To access Transactions, click on the [TRANSACTIONS] tab within the Loan Record page.”"
"US-803","As a system user, I want to view Property Taxes, so that I can check tax status.","F-1","F-1","part_026.txt","“click on the [PROPERTY TAXES] tab within the Loan Record.”"
"US-803","As a system user, I want to view Property Taxes, so that I can check tax status.","F-2","F-2","part_026.txt","“To access Property Taxes, click on the [PROPERTY TAXES] tab within the Loan Record.”"
"US-804","As a system user, I want to view Monthly Statements, so that I can review borrower statements.","F-1","F-1","part_026.txt","“click on the [MTH STATEMENTS] tab within the Loan Record.”"
"US-804","As a system user, I want to view Monthly Statements, so that I can review borrower statements.","F-2","F-2","part_026.txt","“To access Monthly Statements, click on the [MTH STATEMENTS] tab within the Loan Record.”"
"US-805","As a system user, I want to view Set Aside/Escrow transactions, so that I can monitor escrow activity.","F-1","F-1","part_026.txt","“click on the [SET ASIDE-ESc] tab within the Loan Record.”"
"US-805","As a system user, I want to view Set Aside/Escrow transactions, so that I can monitor escrow activity.","F-2","F-2","part_026.txt","“To access Set Aside/Esc Trans, click on the [SET ASIDE-ESc] tab within the Loan Record.”"
"US-806","As a system user, I want to view Loan Summary for EHLP loans, so that I can see high-level balances.","F-1","F-1","part_026.txt","“click on the [LOAN SUMMARY] tab within the Loan Record.”"
"US-806","As a system user, I want to view Loan Summary for EHLP loans, so that I can see high-level balances.","F-2","F-2","part_026.txt","“To access Loan Summary, click on the [LOAN SUMMARY] tab within the Loan Record.”"
"US-807","As a system user, I want to open EHLP Loan Detail, so that I can inspect detailed EHLP data.","F-1","F-1","part_026.txt","“To access Loan Detail, click on the [LOAN DETAIL] tab within the Loan Record.”"
"US-807","As a system user, I want to open EHLP Loan Detail, so that I can inspect detailed EHLP data.","F-2","F-2","part_026.txt","“To access Loan Detail, click on the [LOAN DETAIL] tab within the Loan Record.”"
"US-808","As a system user, I want to view EHLP Loan Filing, so that I can confirm filing documents.","F-1","F-1","part_026.txt","“To access Loan Filing, click on the [LOAN FILING] tab within the Loan Record.”"
"US-808","As a system user, I want to view EHLP Loan Filing, so that I can confirm filing documents.","F-2","F-2","part_026.txt","“To access Loan Filing, click on the [LOAN FILING] tab within the Loan Record.”"
"US-809","As a system user, I want to view EHLP Loan Recording, so that I can examine recorded details.","F-1","F-1","part_026.txt","“To access Loan Recording, click on the [LOAN RECORDING] tab within the Loan Record.”"
"US-809","As a system user, I want to view EHLP Loan Recording, so that I can examine recorded details.","F-2","F-2","part_026.txt","“To access Loan Recording, click on the [LOAN RECORDING] tab within the Loan Record.”"
"US-810","As a system user, I want to view EHLP Borrowers, so that I can validate borrower information.","F-1","F-1","part_026.txt","“To access Borrowers, click on the [BORROWERS] tab within the Loan Record.”"
"US-810","As a system user, I want to view EHLP Borrowers, so that I can validate borrower information.","F-2","F-2","part_026.txt","“To access Borrowers, click on the [BORROWERS] tab within the Loan Record.”"
"US-811","As a system user, I want to view EHLP Property Inspection data, so that I can assess property status.","F-1","F-1","part_026.txt","“To access Property Inspection, click on the [PROPERTY INSPECTION] tab within the Loan Record.”"
"US-811","As a system user, I want to view EHLP Property Inspection data, so that I can assess property status.","F-2","F-2","part_026.txt","“To access Property Inspection, click on the [PROPERTY INSPECTION] tab within the Loan Record.”"
"US-812","As a system user, I want to view EHLP Transactions, so that I can audit financial events.","F-1","F-1","part_026.txt","“To access Transactions, click on the [TRANSACTIONS] tab within the Loan Record.”"
"US-812","As a system user, I want to view EHLP Transactions, so that I can audit financial events.","F-2","F-2","part_026.txt","“To access Transactions, click on the [TRANSACTIONS] tab within the Loan Record.”"
"US-813","As a system user, I want to add documents to an EHLP loan, so that EHLP files are maintained.","F-1","F-1","part_026.txt","“To add a document, click on [ADD DOCUMENT] located under the Documents title…”"
"US-813","As a system user, I want to add documents to an EHLP loan, so that EHLP files are maintained.","F-2","F-2","part_026.txt","“Drag and drop a document or click on the Document Upload button… Only PDF, ZIP, DOC, DOX, XLS, XLSX, PPT, PPTX, and TXT files are accepted.”"
"US-813","As a system user, I want to add documents to an EHLP loan, so that EHLP files are maintained.","F-3","F-3","part_026.txt","“Complete all required fields and click [SAVE].”"
"US-813","As a system user, I want to add documents to an EHLP loan, so that EHLP files are maintained.","F-4","F-4","part_026.txt","“On the Confirmation Pop-up, click [SUBMIT].”"
"US-814","As a system user, I want to edit EHLP loan documents, so that I can correct or update files.","F-1","F-1","part_026.txt","“click on [EDIT DOCUMENT] located in the Actions column of the Documents dashboard…”"
"US-814","As a system user, I want to edit EHLP loan documents, so that I can correct or update files.","F-2","F-2","part_026.txt","“navigate to Document (Edit Mode).”"
"US-814","As a system user, I want to edit EHLP loan documents, so that I can correct or update files.","F-3","F-3","part_026.txt","“Complete all required fields and click [SAVE]… On the Confirmation Pop-up, click [SUBMIT].”"
"US-815","As a user, I want to open the Mortgage Release tab from a loan record, so that I can review mortgage-release information.","F-1","F-1","part_027.txt","“click on the [MORTGAGE RELEASE] tab within the Loan Record page.”"
"US-815","As a user, I want to open the Mortgage Release tab from a loan record, so that I can review mortgage-release information.","F-2","F-2","part_027.txt","“To access the Mortgage Release Module, click on the [MORTGAGE RELEASE] tab within the Loan Record page.”"
"US-816","As a user, I want to open the Exceptions tab from a loan record, so that I can view any loan exceptions.","F-1","F-1","part_027.txt","“click on the [EXCEPTIONS] tab within the Loan Record.”"
"US-816","As a user, I want to open the Exceptions tab from a loan record, so that I can view any loan exceptions.","F-2","F-2","part_027.txt","“To access Exceptions, click on the [EXCEPTIONS] tab within the Loan Record.”"
"US-817","As a user, I want to open the Servicing tab from a loan record, so that I can review servicing details.","F-1","F-1","part_027.txt","“click on the [SERVICING] tab within the Loan Record page.”"
"US-817","As a user, I want to open the Servicing tab from a loan record, so that I can review servicing details.","F-2","F-2","part_027.txt","“To access the Servicing Module, click on the [SERVICING] tab within the Loan Record page.”"
"US-818","As a user, I want to open the Foreclosure tab from a loan record, so that I can examine foreclosure activity.","F-1","F-1","part_027.txt","“click on the [FORECLOSURE] tab within the Loan Record page.”"
"US-818","As a user, I want to open the Foreclosure tab from a loan record, so that I can examine foreclosure activity.","F-2","F-2","part_027.txt","“To access the Foreclosure Module, click on the [FORECLOSURE] tab within the Loan Record page.”"
"US-819","As a user, I want to open the Bankruptcy tab from a loan record, so that I can review bankruptcy activity.","F-1","F-1","part_027.txt","“click on the [BANKRUPTCY] tab within the Loan Record page.”"
"US-819","As a user, I want to open the Bankruptcy tab from a loan record, so that I can review bankruptcy activity.","F-2","F-2","part_027.txt","“To access the Bankruptcy Module, click on the [BANKRUPTCY] tab within the Loan Record page.”"
"US-820","As a user, I want to open the Payoff tab from a loan record, so that I can view payoff information.","F-1","F-1","part_027.txt","“To access Payoff, click on the [PAYOFF] tab within the Loan Record.”"
"US-820","As a user, I want to open the Payoff tab from a loan record, so that I can view payoff information.","F-2","F-2","part_027.txt","“To access Payoff, click on the [PAYOFF] tab within the Loan Record.”"
"US-821","As a user, I want to open the Customer Service tab from a loan record, so that I can see the read-only customer-service history.","F-1","F-1","part_027.txt","“click on the [CUSTOMER SERVICE] tab within the Loan Record page.”"
"US-821","As a user, I want to open the Customer Service tab from a loan record, so that I can see the read-only customer-service history.","F-2","F-2","part_027.txt","“To access a read only version of the Customer Service Module, click on the [CUSTOMER SERVICE] tab within the Loan Record page.”"
"US-822","As a user, I want to open the Loan Summary tab, so that I can review summary data for a default loan record.","F-1","F-1","part_027.txt","“click on the [LOAN SUMMARY] tab within the Loan Record.”"
"US-822","As a user, I want to open the Loan Summary tab, so that I can review summary data for a default loan record.","F-2","F-2","part_027.txt","“To access Loan Summary, click on the [LOAN SUMMARY] tab within the Loan Record.”"
"US-823","As a user, I want to open the Loan Detail tab for a default loan, so that I can review detailed data.","F-1","F-1","part_027.txt","“click on the [LOAN DETAIL] tab within the Loan Record.”"
"US-823","As a user, I want to open the Loan Detail tab for a default loan, so that I can review detailed data.","F-2","F-2","part_027.txt","“To access Loan Detail, click on the [LOAN DETAIL] tab within the Loan Record.”"
"US-824","As a user, I want to open the Loan Filing tab, so that I can view filing information for a default loan.","F-1","F-1","part_027.txt","“click on the [LOAN FILING] tab within the Loan Record.”"
"US-824","As a user, I want to open the Loan Filing tab, so that I can view filing information for a default loan.","F-2","F-2","part_027.txt","“To access Loan Filing, click on the [LOAN FILING] tab within the Loan Record.”"
"US-825","As a user, I want to open the Loan Recording tab, so that I can examine recording data for a default loan.","F-1","F-1","part_027.txt","“click on the [LOAN RECORDING] tab within the Loan Record.”"
